Wall time,Step,Total_loss
1585293995.9402401,57,0.19815659523010254
1585294381.7673542,58,0.19594387710094452
1585294769.3499308,59,0.20030346512794495
1585295153.971833,60,0.20300103724002838
1585295539.753779,61,0.2028641700744629
1585295922.8751252,62,0.1973947286605835
1585296309.1663465,63,0.19170500338077545
1585296693.4511993,64,0.19885535538196564
1585297082.0302155,65,0.21697750687599182
1585297466.3028936,66,0.19069185853004456
1585297852.779097,67,0.19540813565254211
1585298236.6592712,68,0.20526961982250214
1585298623.829113,69,0.20205914974212646
1585299009.9398677,70,0.19788280129432678
1585299392.2895226,71,0.1882232278585434
1585299774.5402606,72,0.19341489672660828
1585300155.2870557,73,0.17786934971809387
1585300542.0357835,74,0.18973328173160553
1585300927.3237975,75,0.17780019342899323
1585301314.0562189,76,0.18796288967132568
1585301700.011855,77,0.1799243837594986
1585302084.1222932,78,0.18071800470352173
1585302468.860071,79,0.1782122701406479
1585302855.5918891,80,0.1754101663827896
1585303239.2627413,81,0.18891991674900055
1585303625.1337297,82,0.178090438246727
1585304008.2217712,83,0.18480922281742096
1585304393.789938,84,0.17810273170471191
1585304779.5314162,85,0.18638424575328827
1585305163.451943,86,0.17830634117126465
1585305547.029335,87,0.18041057884693146
1585305931.7737,88,0.17001351714134216
1585306316.1825178,89,0.1755186915397644
1585306702.5573957,90,0.1808965653181076
1585307087.6741517,91,0.18173012137413025
1585307470.1375122,92,0.17246736586093903
1585307855.4256463,93,0.19392497837543488
1585308240.6185532,94,0.1796954721212387
1585308625.1237054,95,0.18134437501430511
1585309005.8297951,96,0.1749991625547409
1585309392.883317,97,0.17700527608394623
1585309777.9253073,98,0.1814718097448349
1585310164.0254548,99,0.18103823065757751
1585310549.6902113,100,0.17582519352436066
1585310933.831551,101,0.18332846462726593
1585311318.3572776,102,0.17082801461219788
1585311701.3405228,103,0.17313861846923828
1585312087.9046566,104,0.18403875827789307
1585312471.770869,105,0.17510738968849182
1585312856.8577037,106,0.1853933483362198
1585313241.8468053,107,0.1893410086631775
1585313627.3137107,108,0.17510494589805603
1585314012.0303829,109,0.18468086421489716
1585314395.8943875,110,0.17954765260219574
1585314784.500253,111,0.18024198710918427
1585315171.7057908,112,0.17259439826011658
1585315555.2471392,113,0.17613932490348816
1585315939.6920896,114,0.1684347540140152
1585316325.5888526,115,0.18591050803661346
1585316711.0962224,116,0.17330028116703033
1585317095.097249,117,0.16825272142887115
1585317478.0698013,118,0.17756745219230652
1585317862.4716952,119,0.1732168346643448
1585318248.0195,120,0.17427939176559448
1585318637.825625,121,0.16904276609420776
1585319020.9659262,122,0.18446779251098633
1585319408.331534,123,0.18216517567634583
1585319794.200606,124,0.18336676061153412
1585320180.6147897,125,0.17389236390590668
1585320564.2593188,126,0.17577940225601196
1585320947.5744765,127,0.1654643714427948
1585321332.382882,128,0.17563101649284363
1585321718.3595948,129,0.1656208038330078
1585322102.4108157,130,0.1573251634836197
1585322489.0589986,131,0.16446122527122498
1585322873.915382,132,0.172504261136055
1585323260.8282232,133,0.16847488284111023
1585323645.2878945,134,0.16827625036239624
1585324029.2242622,135,0.1688152253627777
1585324414.6736495,136,0.164888396859169
1585324795.3744233,137,0.17863525450229645
1585325179.8921664,138,0.16816601157188416
1585325563.6310456,139,0.16602206230163574
1585325947.669332,140,0.1805313229560852
1585326334.6627831,141,0.16484932601451874
1585326718.8408566,142,0.17652782797813416
1585327105.600444,143,0.17174190282821655
1585327489.3580613,144,0.15326519310474396
1585327871.074566,145,0.16026702523231506
1585328253.9195175,146,0.1703367382287979
1585328640.5015838,147,0.16123248636722565
1585329022.6985912,148,0.15882661938667297
1585329408.152919,149,0.16261348128318787
1585329795.755042,150,0.16894708573818207
1585330184.2521646,151,0.16617780923843384
1585330570.0116343,152,0.1649193912744522
1585330956.94811,153,0.16833403706550598
1585331342.2771528,154,0.15805642306804657
1585331730.4889944,155,0.16576659679412842
1585332116.2604883,156,0.16638043522834778
1585332502.3796809,157,0.1528511643409729
1585332886.688127,158,0.15525902807712555
1585333272.6134117,159,0.15485715866088867
1585333657.254117,160,0.16146220266819
1585334041.7336051,161,0.17489847540855408
1585334426.4616885,162,0.16411392390727997
1585334810.9638603,163,0.17733755707740784
1585335197.8611243,164,0.1618291139602661
1585335580.4730668,165,0.17000634968280792
1585335967.1547685,166,0.1717877835035324
1585336352.4686637,167,0.17705759406089783
1585336739.0421078,168,0.16976627707481384
1585337122.5562372,169,0.16592033207416534
1585337510.074773,170,0.16526241600513458
1585337895.380395,171,0.16665522754192352
1585338280.265371,172,0.16344012320041656
1585338666.8289974,173,0.16445443034172058
1585339048.1327255,174,0.1618834286928177
1585339430.627167,175,0.16755889356136322
1585339816.7888799,176,0.1692744940519333
1585340200.345304,177,0.16883252561092377
1585340583.4919357,178,0.1760634034872055
1585340969.0326114,179,0.17080169916152954
1585341354.7029908,180,0.16142341494560242
1585341741.6898715,181,0.17525917291641235
1585342126.5550683,182,0.16567657887935638
1585342513.1450284,183,0.16318956017494202
1585342899.6657417,184,0.162471741437912
1585343285.9450388,185,0.16391131281852722
1585343672.7607844,186,0.16475628316402435
1585344056.6235704,187,0.16214776039123535
1585344443.1429226,188,0.1574326604604721
1585344828.5353673,189,0.15722382068634033
1585345216.4989824,190,0.16573673486709595
1585345602.0268617,191,0.15787313878536224
1585345984.530366,192,0.16444085538387299
1585346371.68216,193,0.16854430735111237
1585346756.0887063,194,0.16267827153205872
1585347140.5396874,195,0.17371848225593567
1585347525.1794991,196,0.16705559194087982
1585347909.3365674,197,0.16042307019233704
1585348296.7282827,198,0.1725931316614151
1585348685.982334,199,0.167616605758667
